id,title,status,desc,begin_time,end_time,file_path
216921,[api tooling] NPE creating PluginProjectApiComponent,RESOLVED           FIXED       ,"if you have projects in your workspace that are not 'api' projects (that have the api nature) when you try to create the workspace profile it will fail, as the component cannot be created without a backing api project.  test case I used to reproduce:  1. bring the jdt.doc plugin into your target workspace 2. terminate the target and relaunch 3. activate an api property page for an api project and you get the following error when the workspace profile is to be loaded:  java.lang.NullPointerException 	at org.eclipse.pde.api.tools.internal.PluginProjectApiComponent.<init>(PluginProjectApiComponent.java:108) 	at org.eclipse.pde.api.tools.internal.ApiProfile.newApiComponent(ApiProfile.java:583) 	at org.eclipse.pde.api.tools.internal.ApiProfileManager.createWorkspaceProfile(ApiProfileManager.java:731) 	at org.eclipse.pde.api.tools.internal.ApiProfileManager.getWorkspaceProfile(ApiProfileManager.java:571) 	at org.eclipse.pde.api.tools.internal.ApiProfileManager.handleProjectChanged(ApiProfileManager.java:964) 	at org.eclipse.pde.api.tools.internal.ApiProfileManager.processJavaElementDeltas(ApiProfileManager.java:793) 	at org.eclipse.pde.api.tools.internal.ApiProfileManager.elementChanged(ApiProfileManager.java:760) 	at org.eclipse.jdt.internal.core.DeltaProcessor$3.run(DeltaProcessor.java:1519) 	at org.eclipse.core.runtime.SafeRunner.run(SafeRunner.java:37) 	at org.eclipse.jdt.internal.core.DeltaProcessor.notifyListeners(DeltaProcessor.java:1509) 	at org.eclipse.jdt.internal.core.DeltaProcessor.firePostChangeDelta(DeltaProcessor.java:1344) 	at org.eclipse.jdt.internal.core.DeltaProcessor.fire(DeltaProcessor.java:1320) 	at org.eclipse.jdt.internal.core.JavaModelOperation.run(JavaModelOperation.java:761) 	at org.eclipse.jdt.internal.core.JavaModelOperation.runOperation(JavaModelOperation.java:780) 	at org.eclipse.jdt.internal.core.CompilationUnit.becomeWorkingCopy(CompilationUnit.java:70) 	at org.eclipse.jdt.internal.ui.javaeditor.CompilationUnitDocumentProvider.createFileInfo(CompilationUnitDocumentProvider.java:982) 	at org.eclipse.ui.editors.text.TextFileDocumentProvider.connect(TextFileDocumentProvider.java:471) 	at org.eclipse.jdt.internal.ui.javaeditor.CompilationUnitDocumentProvider.connect(CompilationUnitDocumentProvider.java:1197) 	at org.eclipse.ui.texteditor.AbstractTextEditor.doSetInput(AbstractTextEditor.java:4030) 	at org.eclipse.ui.texteditor.StatusTextEditor.doSetInput(StatusTextEditor.java:190) 	at org.eclipse.ui.texteditor.AbstractDecoratedTextEditor.doSetInput(AbstractDecoratedTextEditor.java:1326) 	at org.eclipse.jdt.internal.ui.javaeditor.JavaEditor.internalDoSetInput(JavaEditor.java:2469) 	at org.eclipse.jdt.internal.ui.javaeditor.JavaEditor.doSetInput(JavaEditor.java:2442) 	at org.eclipse.jdt.internal.ui.javaeditor.CompilationUnitEditor.doSetInput(CompilationUnitEditor.java:1344) 	at org.eclipse.ui.texteditor.AbstractTextEditor$19.run(AbstractTextEditor.java:3041) 	at org.eclipse.jface.operation.ModalContext.runInCurrentThread(ModalContext.java:407) 	at org.eclipse.jface.operation.ModalContext.run(ModalContext.java:347) 	at org.eclipse.jface.window.ApplicationWindow$1.run(ApplicationWindow.java:758) 	at org.eclipse.swt.custom.BusyIndicator.showWhile(BusyIndicator.java:67) 	at org.eclipse.jface.window.ApplicationWindow.run(ApplicationWindow.java:755) 	at org.eclipse.ui.internal.WorkbenchWindow.run(WorkbenchWindow.java:2452) 	at org.eclipse.ui.texteditor.AbstractTextEditor.internalInit(AbstractTextEditor.java:3059) 	at org.eclipse.ui.texteditor.AbstractTextEditor.init(AbstractTextEditor.java:3086) 	at org.eclipse.ui.internal.EditorManager.createSite(EditorManager.java:799) 	at org.eclipse.ui.internal.EditorReference.createPartHelper(EditorReference.java:643) 	at org.eclipse.ui.internal.EditorReference.createPart(EditorReference.java:428) 	at org.eclipse.ui.internal.WorkbenchPartReference.getPart(WorkbenchPartReference.java:594) 	at org.eclipse.ui.internal.PartPane.setVisible(PartPane.java:300) 	at org.eclipse.ui.internal.presentations.PresentablePart.setVisible(PresentablePart.java:180) 	at org.eclipse.ui.internal.presentations.util.PresentablePartFolder.select(PresentablePartFolder.java:270) 	at org.eclipse.ui.internal.presentations.util.LeftToRightTabOrder.select(LeftToRightTabOrder.java:65) 	at org.eclipse.ui.internal.presentations.util.TabbedStackPresentation.selectPart(TabbedStackPresentation.java:473) 	at org.eclipse.ui.internal.PartStack.refreshPresentationSelection(PartStack.java:1256) 	at org.eclipse.ui.internal.PartStack.setSelection(PartStack.java:1209) 	at org.eclipse.ui.internal.PartStack.presentationSelectionChanged(PartStack.java:843) 	at org.eclipse.ui.internal.PartStack.access$1(PartStack.java:829) 	at org.eclipse.ui.internal.PartStack$1.selectPart(PartStack.java:139) 	at org.eclipse.ui.internal.presentations.util.TabbedStackPresentation$1.handleEvent(TabbedStackPresentation.java:133) 	at org.eclipse.ui.internal.presentations.util.AbstractTabFolder.fireEvent(AbstractTabFolder.java:267) 	at org.eclipse.ui.internal.presentations.util.AbstractTabFolder.fireEvent(AbstractTabFolder.java:276) 	at org.eclipse.ui.internal.presentations.defaultpresentation.DefaultTabFolder.access$1(DefaultTabFolder.java:1) 	at org.eclipse.ui.internal.presentations.defaultpresentation.DefaultTabFolder$2.handleEvent(DefaultTabFolder.java:84) 	at org.eclipse.swt.widgets.EventTable.sendEvent(EventTable.java:66) 	at org.eclipse.swt.widgets.Widget.sendEvent(Widget.java:952) 	at org.eclipse.swt.widgets.Widget.sendEvent(Widget.java:976) 	at org.eclipse.swt.widgets.Widget.sendEvent(Widget.java:961) 	at org.eclipse.swt.widgets.Widget.notifyListeners(Widget.java:720) 	at org.eclipse.swt.custom.CTabFolder.setSelection(CTabFolder.java:3236) 	at org.eclipse.swt.custom.CTabFolder.onMouse(CTabFolder.java:2011) 	at org.eclipse.swt.custom.CTabFolder$1.handleEvent(CTabFolder.java:316) 	at org.eclipse.swt.widgets.EventTable.sendEvent(EventTable.java:66) 	at org.eclipse.swt.widgets.Widget.sendEvent(Widget.java:952) 	at org.eclipse.swt.widgets.Display.runDeferredEvents(Display.java:3758) 	at org.eclipse.swt.widgets.Display.readAndDispatch(Display.java:3369) 	at org.eclipse.ui.internal.Workbench.runEventLoop(Workbench.java:2392) 	at org.eclipse.ui.internal.Workbench.runUI(Workbench.java:2356) 	at org.eclipse.ui.internal.Workbench.access$4(Workbench.java:2222) 	at org.eclipse.ui.internal.Workbench$4.run(Workbench.java:474) 	at org.eclipse.core.databinding.observable.Realm.runWithDefault(Realm.java:288) 	at org.eclipse.ui.internal.Workbench.createAndRunWorkbench(Workbench.java:469) 	at org.eclipse.ui.PlatformUI.createAndRunWorkbench(PlatformUI.java:149) 	at org.eclipse.ui.internal.ide.application.IDEApplication.start(IDEApplication.java:106) 	at org.eclipse.equinox.internal.app.EclipseAppHandle.run(EclipseAppHandle.java:193) 	at org.eclipse.core.runtime.internal.adaptor.EclipseAppLauncher.runApplication(EclipseAppLauncher.java:106) 	at org.eclipse.core.runtime.internal.adaptor.EclipseAppLauncher.start(EclipseAppLauncher.java:76) 	at org.eclipse.core.runtime.adaptor.EclipseStarter.run(EclipseStarter.java:362) 	at org.eclipse.core.runtime.adaptor.EclipseStarter.run(EclipseStarter.java:175) 	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method) 	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:39) 	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25) 	at java.lang.reflect.Method.invoke(Method.java:585) 	at org.eclipse.equinox.launcher.Main.invokeFramework(Main.java:564) 	at org.eclipse.equinox.launcher.Main.basicRun(Main.java:504) 	at org.eclipse.equinox.launcher.Main.run(Main.java:1251) 	at org.eclipse.equinox.launcher.Main.main(Main.java:1227)",2008-01-29 10:36 EST by Michael Rennie    ,2008-01-29 11:03 EST       (History)     ,
223738,[ds] create core models for manipulating DS xml files,RESOLVED           FIXED       ,We need PDE text models to be able to manipulate DS xml files.,2008-03-24 18:41 EDT by Chris Aniszczyk    ,2008-07-24 15:44 EDT       (History)     ,
223739,[ds] create a basic editor for DS files,RESOLVED           FIXED       ,"Once our models are in place, we need a beautiful editor.",2008-03-24 18:44 EDT by Chris Aniszczyk    ,2008-07-24 15:50 EDT       (History)     ,
227663,[ds] the class DSModel doesn't adhere to POJO Model,RESOLVED           FIXED       ,"Created attachment 96510 [details] IDSModel initial version and DSModel updates  All classes representing DS XML text model, should adhere to POJO Model.  The interface IDSModel should be created to let UI Editor from org.eclipse.pde.ds.ui plugin use its methods. And the class DSModel should be updated to implement IDSModel",2008-04-17 17:27 EDT by Rafael Oliveira Nóbrega    ,2008-07-24 16:16 EDT       (History)     ,
227672,[ds] the class DSObject doesn't adhere to POJO Model,RESOLVED           FIXED       ,The interface IDSObject should be created and the DSObject class should be updated to implement that interface,2008-04-17 17:53 EDT by Rafael Oliveira Nóbrega    ,2008-07-24 16:17 EDT       (History)     ,
227836,"[ds] IDSModel should extends IModelChangeProvider, IModel",RESOLVED           FIXED       ,"Created attachment 96660 [details] IDSModel updates  IDSModel should extends interfaces IModelChangeProvider, IModel.",2008-04-18 16:40 EDT by Rafael Oliveira Nóbrega    ,2008-07-24 16:17 EDT       (History)     ,
227903,[ds] create a new wizard for DS files,RESOLVED           FIXED       ,With bug 223739 done... we have a basic editor for DS files. It's now time to do some polish.  This bug is a request to create a new wizard for DS files...,2008-04-19 19:31 EDT by Chris Aniszczyk    ,2008-07-24 15:56 EDT       (History)     ,
227904,[ds] editor polish,RESOLVED           FIXED       ,+++ This bug was initially created as a clone of Bug #223739 +++  Now that we have a basic editor... we will use this bug to come up with polish items. The other bug was getting crowded with patches.,2008-04-19 19:35 EDT by Chris Aniszczyk    ,2008-07-08 15:44 EDT       (History)     ,
228429,[ds] DSRoot getEnabled() method is wrong,RESOLVED           FIXED       ,Created attachment 97229 [details] DSRoot getEnabled() method update  The method getEnabled of org.eclipse.pde.internal.ds.core.text.DSRoot is accessing the wrong attribute name.   Resolution attached to ths bug.,2008-04-23 10:17 EDT by Rafael Oliveira Nóbrega    ,2008-07-24 16:17 EDT       (History)     ,
229187,[ds] IDSObject getSibling methods missing,RESOLVED           FIXED       ,Created attachment 97865 [details] IDSObject and DSObject updates  IDSObject and DSObject should define getNextSibling and getPreviousSibling methods.,2008-04-28 17:32 EDT by Rafael Oliveira Nóbrega    ,2008-04-28 17:36 EDT       (History)     ,
229188,[ds] DSRoot method removeChild missing,RESOLVED           FIXED       ,Created attachment 97866 [details] IDSRoot and DSRoot updates  Added method removeChild to remove any child from DSRoot component.,2008-04-28 17:34 EDT by Rafael Oliveira Nóbrega    ,2008-04-28 17:38 EDT       (History)     ,
229397,[ds] IDSObject POJO adjustment,RESOLVED           FIXED       ,Created attachment 98021 [details] IDSObject and DSObject updates  Removing text specific code from IDSObject interface.  And removing getSibling code from DSObject;,2008-04-29 13:02 EDT by Rafael Oliveira Nóbrega    ,2008-04-29 13:09 EDT       (History)     ,
229446,[ds] RemoveChild method missing at IDSService,RESOLVED           FIXED       ,Created attachment 98050 [details] IDSService and DSService Update  IDSService should provide a method to remove its child (DSProvide),2008-04-29 15:05 EDT by Rafael Oliveira Nóbrega    ,2008-04-29 15:14 EDT       (History)     ,
229447,[ds] IDSRoot moveItem missing,RESOLVED           FIXED       ,Created attachment 98051 [details] IDSRoot and DSRoot updates  Missing moveItem() method at IDSRoot interface and DSRoot class.,2008-04-29 15:06 EDT by Rafael Oliveira Nóbrega    ,2008-04-29 15:15 EDT       (History)     ,
229640,[ds] DSDocumentFactory POJO,RESOLVED           FIXED       ,Created attachment 98185 [details] DSDocumentFactory and IDSDocumentFactory  DSDocument POJO interface should be created and createProperty() access modifier sould be public.,2008-04-30 10:55 EDT by Rafael Oliveira Nóbrega    ,2008-04-30 11:04 EDT       (History)     ,
229788,[DS] ds text model classes getName() wrong implementation,RESOLVED           FIXED       ,"Created attachment 98316 [details] DSProvide, DSRoot and DSService updates  Some text model classes have getName() method wrongly implemented.",2008-05-01 10:51 EDT by Rafael Oliveira Nóbrega    ,2008-05-01 11:14 EDT       (History)     ,
230237,[ds] DSProvide canAddSibling wrong implemented,RESOLVED           FIXED       ,Created attachment 98660 [details] DSProvide update  DSProvide can Add unbounded Sibling according to its spec.,2008-05-05 12:08 EDT by Rafael Oliveira Nóbrega    ,2008-07-24 16:18 EDT       (History)     ,
230239,[ds] plugin org.eclipse.pde.ds.core should use Interface where possible,RESOLVED           FIXED       ,"Created attachment 98661 [details] IDSDocumentFactory, IDSModel changes and impacted classes  plugin org.eclipse.pde.ds.core should use POJO Interfaces where possible",2008-05-05 12:12 EDT by Rafael Oliveira Nóbrega    ,2008-07-24 16:18 EDT       (History)     ,
230251,[ds] DS Text Model Interfaces should extends IDSObject,RESOLVED           FIXED       ,Created attachment 98669 [details] DS Text Model Interfaces update  All DS Text Model Elements Interface should extends IDSObject,2008-05-05 12:42 EDT by Rafael Oliveira Nóbrega    ,2008-07-24 16:18 EDT       (History)     ,
230380,[ds] rename IDSRoot to IDSComponent and update similary named methods and variables,RESOLVED           FIXED       ,Created attachment 98813 [details] Renaming IDSRoot to IDSComponent  (1/4)  renaming IDSRoot to IDSComponent and updating similary named methods and variables,2008-05-06 08:12 EDT by Rafael Oliveira Nóbrega    ,2008-07-24 16:19 EDT       (History)     ,
230455,[ds] create methods to list all children by type of DSComponent and DSService,RESOLVED           FIXED       , ,2008-05-06 14:29 EDT by Rafael Oliveira Nóbrega    ,2008-07-24 16:20 EDT       (History)     ,
230811,[ds] fields aren't aligned in forms-based editor,RESOLVED           FIXED       ,"see screenshot example, but the fields aren't aligned.",2008-05-06 21:06 EDT by Chris Aniszczyk    ,2008-05-09 17:49 EDT       (History)     ,
230812,[ds] fields that reference classes or interfaces should be hyperlinkable,RESOLVED           FIXED       ,Any field that references a class or interface should be hyperlinkable and jump to the class if possible. Or allow you to browse for a class... similar to what we do in the manifest editor in PDE.,2008-05-06 21:10 EDT by Chris Aniszczyk    ,2008-05-12 10:51 EDT       (History)     ,
230883,[ds] add context menu options to items in tree viewer,RESOLVED           FIXED       ,"Currently, the only way to add items to the tree is via the buttons. We should also add a context menu to add things.",2008-05-07 09:19 EDT by Chris Aniszczyk    ,2008-07-24 16:24 EDT       (History)     ,
230887,[ds] delete should be possible using the 'del key :),RESOLVED           FIXED       ,"Currently, selecting something from the tree, 'del' does nothing.",2008-05-07 09:38 EDT by Chris Aniszczyk    ,2008-07-24 16:20 EDT       (History)     ,
230987,[ds] DSAddItemAction isn't raising IModelChangedEvent.INSERT event,RESOLVED           FIXED       ,"When we add a new Element to DS model, the class DSAddItemActions is called.  When the class DSAddItemAction creates and adds a new IDSObject to the DS model it should raise IModelChangedEvent.INSERT event to be caught by modelChanged() method.   But it isn't working.  This Problem should resolve the refresh problem while adding new elements in the DSMasterTreeSection.",2008-05-07 16:48 EDT by Rafael Oliveira Nóbrega    ,2008-07-24 16:20 EDT       (History)     ,
230989,[ds] DSComponent and DSService getChildrens methods doesn't work,RESOLVED           FIXED       ,"Created attachment 99181 [details] DSService and DSComponent updates  Methods getServices, getProvidedServices, getPropertiesElement, getPropertyElements and getReferentes doesn't work.",2008-05-07 17:04 EDT by Rafael Oliveira Nóbrega    ,2008-07-24 16:21 EDT       (History)     ,
231693,[ds] DSComponent can't add reference element,RESOLVED           FIXED       ,"Created attachment 99849 [details] DSComponent, DSMasterTree and DSAddItemAction update  Fixing DSComponent and refactoring DSMasterTreeSection adding buttons mechanism.",2008-05-12 19:59 EDT by Rafael Oliveira Nóbrega    ,2008-07-24 16:21 EDT       (History)     ,
