id,title,status,desc,begin_time,end_time,file_path
105631,[workspace] build.properties exclude is not applied to javac,RESOLVED           FIXED       ,"I'm wrapping some externally maintained code in a plugin for use in eclipse. The code has a single source folder that includes subfolders that should not be compiled. I can correctly configure the project to compile using the ""Excluded"" feature of the java build path for normal projects. However, when I switch to PDE, I can no longe compile the project since there is no way to exclude source folders from being compiled.  Would it work to modify excluded.<library> so that it excludes those files from the compilation (not just from the .jar file)?  Or, why not allow a jar file to simple be the contents of an output folder (such as bin/) so that it could be compatible with the .classpath files, I would then make an output folder for each jar, and jar them up for use in the PDE. I would get the nice Build Path UI to boot.",2005-07-30 10:19 EDT by Scott Hendrickson    ,2010-12-01 21:40 EST       (History)     ,org.eclipse.pde.build.tests/src/org/eclipse/pde/build/internal/tests/ScriptGenerationTests.java org.eclipse.pde.build/src/org/eclipse/pde/internal/build/ant/JavacTask.java org.eclipse.pde.build/src/org/eclipse/pde/internal/build/builder/ModelBuildScriptGenerator.java
107272,Allow product configurations to be built by Ant scripts,RESOLVED           FIXED       ,"The 3.1 product configuration stuff looks very nice/interesting.  Unfortunatley, it does not appear to be Ant scriptable.  We would like to be able to take advantage of the support, but must be able to embed the result into an automated build.  Please consider adding Ant build script support around the product configuration stuff.",2005-08-17 17:45 EDT by Craig Setera    ,2013-10-20 13:04 EDT       (History)     ,org.eclipse.pde.build/src/org/eclipse/pde/internal/build/AbstractScriptGenerator.java org.eclipse.pde.build/src/org/eclipse/pde/internal/build/AssembleConfigScriptGenerator.java org.eclipse.pde.build/src/org/eclipse/pde/internal/build/BuildScriptGenerator.java org.eclipse.pde.build/src/org/eclipse/pde/internal/build/FeatureGenerator.java org.eclipse.pde.build/src/org/eclipse/pde/internal/build/IPDEBuildConstants.java org.eclipse.pde.build/src/org/eclipse/pde/internal/build/ProductFile.java org.eclipse.pde.build/src/org/eclipse/pde/internal/build/ProductGenerator.java org.eclipse.pde.build/src/org/eclipse/pde/internal/build/builder/FeatureBuildScriptGenerator.java org.eclipse.pde.build/src/org/eclipse/pde/internal/build/properties/PDEProperties.java org.eclipse.pde.build/src_ant/org/eclipse/pde/internal/build/tasks/BuildScriptGeneratorTask.java org.eclipse.pde.build/src_ant/org/eclipse/pde/internal/build/tasks/FeatureGeneratorTask.java
108618,"build with ""eclipse.buildScript"" fails on MacOS because of incorrect bootclasspath",RESOLVED           FIXED       ,"Running the build on MacOS doesn't work because the rootclasspath property is making incorrect assumptions on the location of the JRE. The build.xml generated by the ""eclipse.buildScript"" ant task contain the following:  	<path id=""path_bootclasspath""> 		<fileset dir=""${java.home}/lib""> 			<include name=""*.jar""/> 		</fileset> 	</path>  but on MacOS it should be: 	<path id=""path_bootclasspath""> 		<fileset dir=""${java.home}/../Classes""> 			<include name=""*.jar""/> 		</fileset> 	</path>  To make it portable, the generated code should be:  	<condition property=""dir_bootclasspath"" value=""${java.home}/../Classes""> 		<os family=""mac""/> 	</condition> 	<property name=""dir_bootclasspath"" value=""${java.home}/lib""/> 	<path id=""path_bootclasspath""> 		<fileset dir=""${dir_bootclasspath}""> 			<include name=""*.jar""/> 		</fileset> 	</path>   There's a workaround, see http://eclipse.techforge.com/index.php/article/188",2005-09-01 14:37 EDT by Francois Granade    ,2006-12-15 09:32 EST       (History)     ,org.eclipse.pde.build/src/org/eclipse/pde/internal/build/builder/ModelBuildScriptGenerator.java
108802,The message of eclipse.idReplacer is wrong.,RESOLVED           FIXED       ,"The following were displayed in the result of Ant Bild.   [eclipse.idReplacer] Could not findxxxxxx  One blank is necessary just before the embedded clause character.   BUG: IdReplaceTask.java  line=219: System.err.println(""Could not found"" + new String(elementId));",2005-09-05 20:31 EDT by Hiroyuki Inaba    ,2005-09-07 08:34 EDT       (History)     ,
111932,[doc] Update help to describe how to use the customBuildCallbacks,RESOLVED           FIXED       ,We need some doc to describe how to use the mechanism that has been added as a fix for bug #35371 - more flexibility building a plugin/fragment.,2005-10-07 11:44 EDT by Pascal Rapicault    ,2006-05-23 14:40 EDT       (History)     ,
111988,build.proerties template in org.eclipse.pde.build has typo,RESOLVED           FIXED       ,"The build.properties located in the templates/ dir in the PDE build plugin has  the following section....  # The list of {os, ws, arch} configurations to build.  This  # value is a '&' separated list of ',' separate triples.  For example,  #     configs=win32,win32,x86 & linux,motif,x86 # By default the value is *,*,* #config=win32, win32, x86 & \ #	linux, gtk, ppc &\ # linux, gtk, x86 & \ #	linux, gtk, x86_64 & \ #	linux, motif, x86 & \ #	solaris, motif, sparc & \ #	solaris, gtk, sparc & \ #	aix, motif, ppc & \ #	hpux, motif, PA_RISC & \ #	macosx, carbon, ppc  The description for this section references the ""configs"" property, but the  commented out property shown below is ""config"".  Should be ""configs"".  Present in 3.1, 3.1.1 and 3.2.",2005-10-07 16:11 EDT by Daniel M. Schumacher    ,2005-11-10 17:08 EST       (History)     ,
112644,Ant Build File Generation for 2.1 very slow,RESOLVED           FIXED       ,"There is a bug in the ClassPathComputer2_1 which leads to an exponential runtime complexity. this leaves my computer occupied for hours when calculating the classpath.   The recursive method addPrerequisites has only two termination conditions 1. we bump in a cycle 2. we have explored all pathes from here to PI_RUNTIME  To prevent this we need another parameter, which keeps a set of visited nodes. Indeed the solution in ClassPathComputer3_0 seems alright.  Kind Regards, Felix Leipold",2005-10-14 11:41 EDT by Felix Leipold    ,2005-10-17 12:34 EDT       (History)     ,org.eclipse.pde.build/src/org/eclipse/pde/internal/build/builder/ClasspathComputer2_1.java
274672,unpack default is wrong,VERIFIED           FIXED       ,"Created attachment 134092 [details] test site  Build ID:  I20090429-0800  Steps To Reproduce: 1. Install com.test.F12.feature.unpack   More information: This will cause 3 plugins to be installed with the following unpack parameters    <plugin          id=""com.test.F121.plugin.unpack_default""          version=""1.0.0""/>    <plugin          id=""com.test.F122.plugin.unpack_true""           version=""1.0.0""          unpack=""true""/>    <plugin          id=""com.test.F123.plugin.unpack_false""          version=""1.0.0""          unpack=""false""/> com.test.F121.plugin.unpack_default plugin should be unpacked but it isn't.  In Platform Plug-in Developer Guide > Reference > Other reference information > Feature Manifest <!ATTLIST plugin      unpack        (true | false) ""true""",2009-05-01 13:35 EDT by James D. Miles    ,2009-05-26 17:37 EDT       (History)     ,org.eclipse.pde.build.tests/src/org/eclipse/pde/build/internal/tests/p2/PublishingTests.java org.eclipse.pde.build/src/org/eclipse/pde/internal/build/Utils.java org.eclipse.pde.build/src/org/eclipse/pde/internal/build/builder/ModelBuildScriptGenerator.java
112767,eclipse.buildScript fails to find element for workspace projects,RESOLVED           FIXED       ,"Invocation of  <eclipse.buildScript elements=""plugin@${id}"" buildDirectory=""${basedir}/../${id}"" />  gives  Caused by: C:\Development\UMLX\org.eclipse.gmt.umlx.source\ant.xml:73: org.eclipse.core.runtime.CoreException: Unable to find element: org.eclipse.gmt.umlx. at org.eclipse.pde.internal.build.tasks.BuildScriptGeneratorTask.execute(BuildScriptGeneratorTask.java:73) at org.apache.tools.ant.UnknownElement.execute(UnknownElement.java:275) at org.apache.tools.ant.Task.perform(Task.java:364) at org.apache.tools.ant.Target.execute(Target.java:341) at org.apache.tools.ant.Target.performTasks(Target.java:369) at org.apache.tools.ant.Project.executeSortedTargets(Project.java:1216)  Comparing BuildScriptGeneratorTask with BuildPluginAction suggests that the 3 lines that initialise the PDEState are missing. Creating my own version with the additional   generator.setPDEState(TargetPlatform.getState()); generator.setNextId(TargetPlatform.getPDEState().getNextId()); generator.setStateExtraData(TargetPlatform.getBundleClasspaths(TargetPlatform.getPDEState()));  fixes the problem.  (See org.eclipse.gmt.umlx.releng and org.eclipse.gmt.umlx.releng.lib for the fixed classes, which are invoked as described at the top of org.eclipse.gmt.umlx.source/ant.xml).",2005-10-17 04:04 EDT by Ed Willink    ,2009-10-23 16:30 EDT       (History)     ,
327706,Headless build failure with Eclipse 3.6.1,VERIFIED           FIXED       ,"Build Identifier: M20100909-0800  I have upgraded my build environment to use the latest Eclipse 3.6.1, however now the build fails with the following error:        [java] Installing org.eclipsetrader.platform.workbench 1.0.0.v201010121058.       [java] Installation failed.       [java] An error occurred while collecting items to be installed       [java]  session context was:(profile=SDKProfile, phase=org.eclipse.equinox.internal.p2.engine.phases.Collect, operand=, action=).       [java]  No repository found containing: osgi.bundle,org.apache.ant,1.7.1.v20090120-1145       [java]  No repository found containing: osgi.bundle,org.eclipse.ant.core,3.2.101.v20091110_r352       [java]  No repository found containing: osgi.bundle,org.eclipse.core.variables,3.2.200.v20090521       [java]  No repository found containing: osgi.bundle,org.eclipse.equinox.concurrent,1.0.1.R35x_v20100209       [java] Application failed, log file location: /home/marco/eclipse/configuration/1286873998424.log  The product doesn't need (nor includes) any of the listed plugins so why  pde thinks that they are needed ? The log file mention on the last line doesn't exists so I don't know what happens.  PDE version is org.eclipse.pde.build_3.6.1.R36x_v20100823.  The same exact build script works well when using org.eclipse.pde.build_3.5.1.R35x_20090820.   Reproducible: Always",2010-10-13 14:55 EDT by Marco Maccaferri    ,2011-02-28 04:19 EST       (History)     ,org.eclipse.pde.build/src/org/eclipse/pde/internal/build/AbstractScriptGenerator.java
113444,the new pde/build versioning breaks source lookup,RESOLVED           FIXED       ,"the bundle version for pde.build says ""3.2.0.qualifier"", while the source zip  is located in a directory called src/org.eclipse.pde.build_3.2.0.200510181009.  This breaks the long-standing contract with the pde.core.source extension  point where the source directory must be named <plugin_version>_<plugin_id>. We therefore cannot locate the source file.  If pde/build wants to go down that route, then I suggest the build process be  consistent and replaces "".qualifier"" with the build id in the manifest.mf file.",2005-10-22 00:34 EDT by Wassim Melhem    ,2005-10-25 11:46 EDT       (History)     ,
114150,Generating source feature zip includes binary feature directory,RESOLVED           FIXED       ,I am trying to generate a stand-alone drop of a source feature and it's plug- ins using the generate.feature build.property setting:  ie. generate.feature@org.eclipse.pde.source=org.eclipse.pde  The problem I encounter when I do this is that the final zip contains the  org.eclipse.pde feature directory.,2005-10-28 13:07 EDT by Sonia Dimitrov    ,2007-02-16 14:26 EST       (History)     ,org.eclipse.pde.build/src/org/eclipse/pde/internal/build/builder/FeatureBuildScriptGenerator.java
115366,[log] cyclic dependencies not caught at build time,RESOLVED           FIXED       ,It seems that cyclic dependencies would not be caught by pde build. This is problematic since the compilation will fail and figuring out what has happened might not be immediatly trivial.,2005-11-07 13:41 EST by Pascal Rapicault    ,2006-04-10 14:07 EDT       (History)     ,org.eclipse.pde.build/src/org/eclipse/pde/internal/build/AntLogAdapter.java org.eclipse.pde.build/src/org/eclipse/pde/internal/build/BundleHelper.java org.eclipse.pde.build/src/org/eclipse/pde/internal/build/FeatureGenerator.java org.eclipse.pde.build/src_ant/org/eclipse/pde/internal/build/tasks/BuildScriptGeneratorTask.java org.eclipse.pde.build/src_ant/org/eclipse/pde/internal/build/tasks/FeatureGeneratorTask.java org.eclipse.pde.build/src_ant/org/eclipse/pde/internal/build/tasks/FetchFileGeneratorTask.java org.eclipse.pde.build/src_ant/org/eclipse/pde/internal/build/tasks/FetchTask.java org.eclipse.pde.build/src_ant/org/eclipse/pde/internal/build/tasks/PackagerTask.java org.eclipse.pde.build/src_ant/org/eclipse/pde/internal/build/tasks/TaskHelper.java org.eclipse.pde.build/src_ant/org/eclipse/pde/internal/build/tasks/UnzipperGeneratorTask.java
117010,Site-build seems to ignore compiler settings,RESOLVED           FIXED       ,I have a workspace with serveral plugins (some of them need jdk1.5) and appropriate feature and site projects. the normal workspace-compile has no errors (and in the runtime workbench everything works as expected). when i build the site i get compile errors for the plugins that use 1.5 (indicating that generics are not understood) so i think it is compiled with 1.4.,2005-11-18 03:44 EST by Christian Köstlin    ,2006-01-10 11:49 EST       (History)     ,
118283,Lookup of included feature does not use version,RESOLVED           FIXED       ,This bug is open to keep track of the fix for bug #116681 in the 3.2 stream.,2005-11-28 15:06 EST by Pascal Rapicault    ,2006-01-23 14:41 EST       (History)     ,
118627,Need custom step capability on features,RESOLVED           FIXED       ,We need to investigate if having custom steps for features like we've done for plug-ins could bring interesting value. The thing is that there is only so many things that can be done and very little information is available.,2005-11-30 09:02 EST by Pascal Rapicault    ,2006-01-23 10:56 EST       (History)     ,org.eclipse.pde.build/src/org/eclipse/pde/internal/build/IXMLConstants.java org.eclipse.pde.build/src/org/eclipse/pde/internal/build/ant/AntScript.java org.eclipse.pde.build/src/org/eclipse/pde/internal/build/builder/FeatureBuildScriptGenerator.java
119608,Overriding .qualifier with forceContextQualifier does not work as expected,RESOLVED           FIXED       ,"Hi,  Today I started to use PDE build to get my plugins built without firing up eclipse.  But here's my problem: If I use the standard qualifier substitution (datetime) everything works fine but when I override the qualifier with something like  forceContextQualifier  =beta2  for example, the plugin jars get renamed correctly to pluginid-1.0.0.beta12.jar but the Manifest inside is not touched at all.  It is, as said before, being touched when not overriding the qualifier because the date stamp appears after my plugin version and the whole Manifest has been rewritten (Bundle-Version at the end, CR/LF on Linux)  If you need more material please feel free to ask me.",2005-12-07 06:06 EST by Dominik Maehl    ,2005-12-07 09:15 EST       (History)     ,
123504,null in the excludes list while copying resources,RESOLVED           FIXED       ,"In the build.xml generated by PDE build for the resources.win32 fragment, I can find: <!-- Copy necessary resources --> <copy todir=""${temp.folder}/@dot.bin"" failonerror=""true"" overwrite=""false""> <fileset dir=""src/"" excludes=""**/*.java, **/package.htm*,null""/> </copy>  Note the ""null"" at the end of the excludes list.",2006-01-11 16:19 EST by Olivier Thomann    ,2006-01-12 10:11 EST       (History)     ,org.eclipse.pde.build/src/org/eclipse/pde/internal/build/Utils.java org.eclipse.pde.build/src/org/eclipse/pde/internal/build/builder/ModelBuildScriptGenerator.java
123597,[doc] Ensure that all the build.properties options are documented,RESOLVED           FIXED       ,In 3.2 a lot of new options have been added in the build.properties. We need to make sure they are documented.,2006-01-12 09:44 EST by Pascal Rapicault    ,2006-05-25 10:19 EDT       (History)     ,
124401,[doc] document the name and format of the file containing the final versions of a plugin,RESOLVED           FIXED       ,Files named finalPluginsVersions.<config>.properties and finalFeaturesVersions.<config>.properties are generated in the working directory.  For a given bundle the plugin file contains   <bundleSymbolicName>=<version>   <bundleSymbolicName>_<3_First_segment_of_the_version>=<version>  If a bundle appears multiple time   <bundleSymbolicName>=<version> refers to the highest version number.,2006-01-18 17:21 EST by Pascal Rapicault    ,2007-06-06 10:04 EDT       (History)     ,
124866,[doc] document the existence of customSteps for features.,RESOLVED           FIXED       ,Need to document how to use customSteps for features.,2006-01-23 10:58 EST by Pascal Rapicault    ,2006-05-23 15:03 EDT       (History)     ,
125258,Add pre/post steps to PDE packager,RESOLVED           FIXED       ,"The addition of pre and post steps to the PDE packager would be very handy, allowing the user the opportunity to tweak any files prior to the next step. This would follow the example set by PDE build.",2006-01-25 16:44 EST by Andrew Irvine    ,2010-03-26 13:15 EDT       (History)     ,
390267,Compilation problems when using 1.6 compatibility,RESOLVED           FIXED       ,"Cloned to PDE Build as the second file (SourceTests) is in PDE Build.  +++ This bug was initially created as a clone of Bug #388157 +++  In Fedora, we use BREE 1.6 as the lowest possible one. Two compilation errors appear in pde:  (1) eclipse.pde.ui/apitools/org.eclipse.pde.api.tools/src/org/eclipse/pde/api/tools/internal/search/SkippedComponent.java, around line 145.   			public int compare(Object o1, Object o2) { -				return ((String)o1).compareTo(o2); +				return ((String)o1).compareTo((String)o2);  The source of the problem may be  minimum bree set to 1.6.  (2) eclipse.pde.build/org.eclipse.pde.build.tests/src/org/eclipse/pde/build/internal/tests/SourceTests.java around line 131:  assertTrue(FrameworkUtil.createFilter(filter).match(properties));  I don't recall all the details but there was some hierarchy change in Properties/Dictionary structure, which means that in case of using BREE 1.6 causes problems with casting.",2012-09-24 15:58 EDT by Curtis Windatt    ,2013-01-21 13:43 EST       (History)     ,org.eclipse.pde.build.tests/src/org/eclipse/pde/build/internal/tests/SourceTests.java
125334,package scripts should not use hard-coded paths for baseLocation,RESOLVED           FIXED       ,"I notice the generated package.org.eclipse.sdk.win32.win32.x86.xml script uses a hard-coded path for the baseLocation, ie.  <copy file=""/builds/eclipsebuilder200601251609/src/baseLocation/ plugins/com.ibm.icu_3.4.2.jar"" tofile=""${assemblyTempDir}/${pluginArchivePrefix} /com.ibm.icu_3.4.2.jar""/>  Could the ${baseLocation} Ant property be used here instead?  The hard-coded path will not work for those who want to use the source build downloads to rebuild the SDK with pre-built pieces.",2006-01-26 10:01 EST by Sonia Dimitrov    ,2006-02-02 11:55 EST       (History)     ,org.eclipse.pde.build/src/org/eclipse/pde/internal/build/IXMLConstants.java org.eclipse.pde.build/src/org/eclipse/pde/internal/build/packager/PackageConfigScriptGenerator.java
125432,malformed plugin causes its silent deletion,RESOLVED           FIXED       ,"My product had a plugin, the owners of which sought to have packaged as a single JAR. They made appropriate changes to its build.properties  > jars.compile.order = . > bin.includes = META-INF/,\ >                icons/,\ >                lib/,\ >                plugin.properties,\ >                plugin.xml,\ >                . > src.includes = eistools/,\ >                schema/,\ >                templates/ > source.. = eistools/ > output.. = bin/  but failed to remove  > Bundle-ClassPath: eistools.jar, >  lib/wpai.mediators.command.jar  from their MANIFEST.MF. As a result, during the build,  0 the plugin gets checked out (along with the rest)  1 PDEB generates the plugin's build.xml with ""."" in place of ""@dot""  2 the plugin is subsequently deleted (presumably by the malformed   target=clean)  3 the build continues until failing with log error like   > Basedir /path/to/pde-build/plugins/name.of.plugin does not exist  The fix in this case, was to revert to a directory-based plugin by  build.properties ~= s/./nameOfPlugin.jar. (Presumably removing property=Bundle-ClassPath from MANIFEST.MF would also work.)  The plugin was in fact malformed, but PDEB's response was just as certainly wrong: the build should not delete the plugin and then fail with a misleading error message. Deleting the plugin is the worst part, since it makes debugging the problem much harder.",2006-01-26 21:32 EST by Tom Roche    ,2006-03-10 14:54 EST       (History)     ,org.eclipse.pde.build/src/org/eclipse/pde/internal/build/builder/ModelBuildScriptGenerator.java
